topic,text,audio,
关于我们·定价,"    <span style=""font-size:10.5pt"">想请我做你的顾问？可以啊，解读律法每条六千摩拉，随行咨询每个时辰十八万摩拉，商业案件单件七十一万摩拉起，后续具体报价和抽成视情况而定。怎么样，很实惠吧？</span>",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/5335dc8b5ac062e9260bd26aed6ad309_5989155697967744494.mp3,
关于我们·关系,"    你四处游历，要是怕遇到麻烦处理起来棘手，最好的办法就是跟知法懂法之人同行。而我烟绯擅长的，也不止璃月本国的律法。呃，虽然，枫丹那边的还挺复杂…但靠我这个聪明的脑袋，要熟记也不是什么难事！总…总之！我是绝对值得依靠的！",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/75f4de8d19eb30a4655332d700b43934_1878190448467240052.mp3,
关于「神之眼」…,"    「神之眼」应强烈的愿望而生。作为一个有理想的人，我当然能得到它了。因为—我希望所有人都能老老实实，遵纪守法！但如果敢有乱来的家伙，哼哼，那就统统给我接受律法的制裁去！",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/781feb886b3290b3e8e06ec86ac6ba56_8972368789662447009.mp3,
有什么想要分享·秤,"    这杆秤是老爹交给我的宝贝，能衡量出事物的「价值」。通常我会用摩拉当砝码，不过，它只能称量事物最初的价格。举例来说，千年前，璃月遍地都是琉璃百合，这种花在当时并不值钱。后来它数量骤减，售价也水涨船高，这杆秤显示的「价值」却没有更新，还是和之前一样的「便宜」。</p><p style=""white-space: pre-wrap;"">    所以，在大部分情况下，这杆秤也不能作为我工作的帮助啦…怎么？你有什么想要称量的东西吗？比如…称量一下你身边的那个小家伙，怎么样？",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/50c02a25446ed25b27f755bd90ebf28f_1120738370477858878.mp3,
有什么想要分享·法治,"    我自创的招式「食炎之罚」改编自古籍《璃月会典例律总辑要》中记载的「食岩之罚」。岩王爷是契约之神，契约也可视作约束，说明什么呢？哼哼，说明璃月港自古就是契约之城。",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/e59e13154b75ec8b88218808cad4a68d_3514340830126083989.mp3,
感兴趣的见闻…,"    《璃月风物志》写到某种水生马尾，称它「独坐荻花州岸，色如霞，可入药。」将其研磨成粉掺入墨汁之中，能使字迹不怕水浸。嗯…可惜啊，我去过荻花州不下百次，常见的紫色马尾一摘就是几箩筐，却始终找不到书里记载的那种。",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/07cbe7d4f075a32052915342b2823b16_5746737018098209790.mp3,
关于七七…,"    听说那个采药姑娘给自己编写了一整套行为准则。瞧她身材娇小，办事却有条有理，实乃成大事之风范。</p><p style=""white-space: pre-wrap;"">    后生可畏，后生可畏呀。就连我也要说一声佩服。",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/59af6011076c664ee9c007910815cfd5_3692925078271453073.mp3,
关于甘雨…,"    甘雨前辈温柔又贴心，可惜是个大忙人，大好的时光除了午睡，都在案卷堆里埋头苦干。我虽然也有工作时间，但也是快快乐乐的。我选择的工作，那可比她轻松多了。",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/c57ccc470ed20d57f8489c68cc6afd50_2927740314196650493.mp3,
关于行秋…,"    飞云商会是我的老主顾了。他家行事一向慎重周全，与我的商谈通常由大当家亲自出面。不过，上一次却碰巧见到了他家小少爷行秋。这位少爷年纪轻轻，没想到居然跟得上我思考的速度。伶牙俐齿还分寸得当，嗯，真不简单。",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/9c8b010d9af1fe1d6b024af2ab127291_8118860115173240899.mp3,
关于胡桃…,"    常听人说「往生堂」堂主行事奇特，怕是沾了丧葬业的怪毛病。这算什么话？「往生堂」从事的可是正经行业，是构成商业的基本单位。而且工作就是工作，岂有高低贵贱，吉凶险恶之分？</p><p style=""white-space: pre-wrap;"">    不过，那位堂主倒是没怎么来光顾过我的生意，唔…",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/d000c159ac323ecc5b23628d35d2da4d_5167661409444381489.mp3,
关于钟离…,"    钟离先生学识渊博，堪称行走的书库。你知道吗？我一眼就看出他深藏不露。这样的人大多不怕麻烦，就算遇上什么事也不会请我帮忙，依我看，他绝不是潜在客户。</p><p style=""white-space: pre-wrap;"">    可不知为何，他身上总有些不可思议的熟悉感，我说不上来。问过老爹，他也支支吾吾说什么他也不明白，真是奇怪…总感觉，老爹有什么事不想告诉我。哼，没关系，大不了我自己找机会弄明白…",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/8e5b64f45b86a4605013f8a91fbe46da_5086415163164790105.mp3,
关于凝光…,"    你知道「天权星」凝光小姐吧？她主管律法，也经常修正法典，每次增补删改的内容都多得要命。就在上次，全新的法典里又增加了三条律法，修改了一百二十一条律法注释，还新附了一堆典型判例，这次我又不知道要背到什么时候了…</p><p style=""white-space: pre-wrap;"">    哼，不过她终归是商界出身，论律法，我可不会输给她，等我背完了这些，我一定要更加「努力」地工作…",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/2ac71dd9855a0b6842e18b95ed5b4100_28354473824340049.mp3,
关于刻晴…,"    好在「玉衡星」不涉足专业律法领域。否则，依刻晴小姐的态度和效率，我怕是要失去不少工作。哦…不，好像也不至于。毕竟刻晴小姐为人刚正，容易得罪人，由我来当助手辅佐的话…哦不不，也不对，为什么我堂堂律法专家要当人助手？有事的话，应该是她来找我咨询才对。",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/9b9af591ab156129ccaf7facbacc4d5f_8042739168997408487.mp3,
关于优菈…,"    <span style=""font-size:10.5pt"">优菈曾经救过我一次，我们也从此有了书信往来。她牢记骑士团的各项条文，却从不墨守成规。还总能找到巧妙的逻辑，灵活处理问题。大概因为我也是这样的人，所以和她相处会特别轻松吧。不过，她那种洒脱劲，我可就学不会啦。毕竟，我和她的职业可是完全不同呢。</span>",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/23075adeecbd0671904e22910492c150_9090921674866478762.mp3,
关于夜兰…,夜兰是总务司的雇员，帮我搞定过做假账的硬茬，我还请她吃了饭呢。不过…和她交谈的时候，总觉得自己的心思会被轻易看穿…嗯，以后千万不要站在她的对立面就好。,https://uploadstatic.mihoyo.com/ys-obc/2022/04/14/145906584/5b51123170a5b7631e52914adabf4e99_7827492853493271484.mp3,
关于久岐忍…,阿忍？我记得她，那个来璃月留学专修律法的稻妻人嘛。为了完成课业实习，她专门约我讨论过案件，每次结束后又是鞠躬又是谢谢的，搞得我都有点不好意思了…当时就觉得，她将来一定会成为出色的律法专家。算起来，稻妻锁国的时间正好是她毕业前后，不知道她回去后一切还顺利吗…,https://uploadstatic.mihoyo.com/ys-obc/2022/04/14/145906584/d0c4031222ec57dbe1f5bd9f724a2a87_8760280833802855603.mp3,
想要了解烟绯·其一,"    是客人吗？幸会幸会，这是我的名牌，今天我可能不方便出外勤，有纠纷的话麻烦把双方都带过来，还有咨询费的收费标准我给你看一下，稍等一会儿…钦？只是随便聊聊天？嗯…那就不收钱了。居然会找关系一般的律法专家「随便聊聊天」，真是个特别的人。",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/0b97518c6ec4e0142fe36a256a8a1921_4260708105110000876.mp3,
想要了解烟绯·其二,"    头上的鹿角？噢，这个啊，因为我的老爹是仙人，我有半仙之血嘛。不过，我是在璃月安定后出生的，没跟帝君签订契约，自然不用履行任何仙家职责，可以尽情过自己想要的生活。我还挺满意的，嘿嘿。",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/4f237cc5d3685b04c592906cc79d5032_7631844202950084705.mp3,
想要了解烟绯·其三,"    那种维系一生的严肃契约…我只和老爹订过。唔…就是那种「要快乐生活」什么的，他就是那种人啦。不过嘛，我还是挺为老爹的这份通透自豪的。要是他想跟我定那种「要吃苦中苦，要做人上人」之类的契约，我肯定逃都要逃走了。",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/045c2d2d5ca51d8039bcb4834544b5f7_4353994573516430419.mp3,
想要了解烟绯·其四,"    有的时候，我处理的商业纠纷会以不太好看的形式收场。对方常常拿出数倍额度的赔偿，或者付出更多的代价…但这都是这些人违背「契约」后应得的苦果。有人会传流言说我很可怕，有人对我避之不及。虽然我没有解释给谁听，但我最初的目的是为了璃月港的大环境着想！</p><p style=""white-space: pre-wrap;"">    你看，纠纷的起点是违背契约，但看到乱来的后果，他们还敢背信弃义吗？让大家意识到「契约」的重要性，也是我工作中的重要一环呢。",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/eebe931af2ca0d0e755eaa339fc59271_3923705715976925064.mp3,
想要了解烟绯·其五,"    我常常觉得自己活得够潇洒轻松了。你看，我事业有成，衣食自由。走南闯北不成问题，论嘴上功夫也没几个人说得过我。但「快乐生活」这种东西嘛，也没有哪条律法、哪条规范能够定义。</p><p style=""white-space: pre-wrap;"">    就我个人来说，遇见有趣的人、有趣的事，心里清楚该往何处迈出下一步，这样就已经获得快乐了。所以，你也是我的快乐源泉。</p><p style=""white-space: pre-wrap;"">    但话又说回来了！无论怎么生活，最重要的还是要守法懂法。毕竟离开了律法，这个世界肯定马上就会毁灭掉了。",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/5528dc2efd6706e21faa9bfd256fed7d_7171610656207839723.mp3,
烟绯的爱好…,"    我的爱好是读书和估价。读书能长知识，估价则长眼力。所以什么书都读，什么价都估。你要是不信，随便找件东西给我，只要是市面有售的商品，我都能估个八九不离十哦。就说这块石头好了，错不了，六百摩拉。",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/18f9231be461d7282c0032caf1f92cb1_168750089569486821.mp3,
烟绯的烦恼…,"    和记厅的朋友们常约我一起钓鱼，说是切磋钓技，但其实大家心里多少都有些炫耀的成分。我有一百种方法赢过所有人，但他们长期关照我的生意，屡战屡胜未免太不给面子。所以，我每次都靠着精妙的演技假装垫底…等等，你那是什么表情，在怀疑我吗？！",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/6f43c7fca482abb02801e3362a3671ec_1371365583675335542.mp3,
喜欢的食物…,"    哦！说到这种话题，我就要好好向你推荐我的心头挚爱了，豆腐，绝对是豆腐！豆腐本是清淡的食材，口感鲜嫩，温润滋补，搭配各色汤头都能完美融入。最重要的是一年四季均有供应，随时可以吃到！不求至尊，只求完美，豆腐菜就是我要的那种滋味。",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/7c1991dcad45f468931b5cdfc410d40c_3295759224613307811.mp3,
讨厌的食物…,"    我不喜欢冷菜，可能是因为我很少吃冷菜吧。以前如果很晚回到家，老爹也会为我留个灯，听见我的动静，还会问我肚子饿不饿。用他的话说，「菜嘛，总是热的好。」",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/2eb26b6450a3b439e466d9b8bc7d7092_2110493413962162965.mp3,
生日…,"    生日快乐，这个匣子送你。里面是我为你准备的各国律法资料，你不是要去四处旅行了嘛，提前了解一下别国的律法肯定有用。</p><p style=""white-space: pre-wrap;"">    不过也别学得太好哦，不然…我就没法帮你的忙了。",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/d8a7555574e6dbe382c57c8238c26fb4_7878135101566747911.mp3,
突破的感受·起,"    「不期修古，不法常可」，这句话是我必须牢记的教诲。",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/fe16fe4ebdd8b218a73b7d0da6bb1d1b_2323119778902305669.mp3,
突破的感受·承,"    唯有遵循应守之「律」，人才能获得解开一切问题的「法」。",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/684e4a5d45711d32ccd9b567e4695bd4_4505008594379999970.mp3,
突破的感受·转,"    学习律法是为了跟别人有理有据地谈话，习武防身则是为了应付无理无据的场合。欸，等等…我这能算习武吗…",https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/6878652/b3ce2330958a38e4a26f6c1fd57bebbc_5280822396245492123.mp3,
突破的感受·合,我现在应该算「文武双全」了吧! 多亏有你一路陪我走到修行之路的终点。报酬嘛...全天候专属私人顾问?还不错吧。喂...不准和我讨价还价!,https://uploadstatic.mihoyo.com/ys-obc/2021/06/09/76953456/d2a463fa5c27ad603cfb3a4b488601b2_4570173303710665259.mp3,
元素战技·其一,嘣嘣——,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/7e6149100418203776b0bc2c88799504_6967064185432350659.mp3,
元素战技·其二,焚烧吧！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/bfca8e51ca6f4ad19362cfc59481c0fc_8053101060198479437.mp3,
元素战技·其三,速速退下！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/f2017367ffcfcb8d2fbeac1b9be8b820_4069677662873260485.mp3,
元素爆发·其一,律火，引！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/d7ed3b09294670965a6a807527f966f3_1722153232822020234.mp3,
元素爆发·其二,食炎之罚！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/ddfbf4d623f9a0fd20608cef06870a2e_7593314934105926107.mp3,
元素爆发·其三,丹书铁契！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/227d1179737a01ca1b0f48986d89fbc2_5063492874283451142.mp3,
打开宝箱·其一,这算是，「偶然所得」吗？,https://uploadstatic.mihoyo.com/ys-obc/2022/01/18/291696164/c29b9c0f8aae50f7d879eda1d9cba9c0_187723782272554790.mp3,
打开宝箱·其二,品相卓越！,https://uploadstatic.mihoyo.com/ys-obc/2022/01/18/291696164/338b0d5dea029fdb397622c16b792c5c_2024503232922088707.mp3,
打开宝箱·其三,嗯，让我来估个价。,https://uploadstatic.mihoyo.com/ys-obc/2022/01/18/291696164/db7b63038ae2ee7e807e9113c427de6e_4891778346022062873.mp3,
生命值低·其一,得修正错误！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/4379d4f1c3a0634998318ff6fa8d3913_9159370037557101544.mp3,
生命值低·其二,你犯规…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/407d33a6aa4407ae5a6b48385f7d7891_1406237693621548161.mp3,
生命值低·其三,什么，有纰漏？,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/bcafecb6be17884050d85e86a43042c7_118327763532809508.mp3,
倒下·其一,判断…失误了吗…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/3fecd2f20980aafaf6584f94851443dc_934056077452574461.mp3,
倒下·其二,律法…还有漏洞…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/d4600e296fe28335cd59454dfb24ae54_722783602416373259.mp3,
倒下·其三,我不能…接受…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/36a1c6f22149282413d32d29c9db4a12_4909052992515397368.mp3,
重受击·其一,麻烦了…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/0b4e0d3aba6dea98ab740410f02c30ac_6419101472143900040.mp3,
加入队伍·其一,这次就算你预约过了。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/ce1810bd583948bab32e15a7c02f44c5_124360441785612884.mp3,
加入队伍·其二,出外勤要另外收费。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/b20e4cdb0ff76f76d6ae6c1e621b8089_271130619762648433.mp3,
加入队伍·其三,放马过来。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/e9d14170630dca68ee0a3d52986bff4d_7737839914285700573.mp3,
