topic,text,audio,
关于凯亚···,凯亚哥哥是好人！《骑士团生存守则》就是凯亚哥哥帮可莉写的。可莉闯祸的时候，他也经常帮忙遮掩呢。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/59758d308c3d35c7c5bc763b91c97233_6917100719299435710.mp3,
关于安柏···,安柏姐姐是好人！兔兔伯爵摸起来也是毛茸茸的，而且还会爆炸，太棒了！,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/ed0a62800376d276a0dff14d214d8e90_4083859557628654969.mp3,
关于琴···,琴团长是好人！虽然…有点可怕…,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/015170e20b5494e8d9ae8fbbe6c2ef7c_6618517170517094861.mp3,
关于迪卢克···,奇怪的大人，一直都是不太开心的样子。唔…为什么不喜欢笑呢？,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/f100dffea9ed16f97d7f698a28b60631_7029456384877072377.mp3,
关于丽莎···,丽莎阿…丽莎姐姐是好人！每次可莉靠近她的工坊，她就会给可莉好吃的茶点…欸？说起来我想进她的工坊，好像一开始是想做新的炸药来着…？,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/ff38d719f9d5f3f085ced0c002191590_8176794758094452643.mp3,
关于班尼特···,班尼特哥哥是好人！和他一起冒险，可莉总能有更多收获！ 虽然班尼特哥哥自己总是什么宝物都找不到，嗯…这是为什么呢？,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/c43bcb46d256a47be648dd252e51b058_4948613583813746280.mp3,
关于迪奥娜···,迪奥娜姐姐是好人！「靠一己之力摧毁蒙德酒业」的想法好有趣，可莉也要用炸弹来帮忙！呃，虽然不太懂什么叫做「蒙德酒业」，是怪物吗？,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/c208cb35825e861ebd534c066456b823_6130441777310887459.mp3,
关于阿贝多...,阿贝多哥哥跟可莉有个秘密的约定!要是可莉看到工坊门前挂着「实验进行中」的牌子，就要晚点再去找他。阿贝多哥哥不工作的时候，会很耐心地陪着可莉，所以可莉也会很耐心地等着的!,https://uploadstatic.mihoyo.com/ys-obc/2021/07/06/76953456/6172e360353f1117e2a30996f0b8bf4c_5883426481013047869.mp3,
关于莫娜...,莫娜姐姐是好人!她每次找阿贝多哥哥和可莉玩的时候，都会说好多听不明白，但是很有趣的东西!可莉喜欢她来玩!,https://uploadstatic.mihoyo.com/ys-obc/2021/07/06/76953456/12957c1c02e62b9d2b210cbee3ebd462_8810944419847463267.mp3,
关于砂糖...,砂糖姐姐是好人!她问我，想不想要一个会跑会跳的蹦蹦! 嘿嘿嘿，当然想要了，我还想要好几百个，让蒙德的街道上，台阶上，广场上，全是蹦蹦!,https://uploadstatic.mihoyo.com/ys-obc/2021/07/06/76953456/bc9d18c93a3ae50507289c08b38259c8_2034768697806107855.mp3,
想要了解可莉·其一,你好！你是来找可莉玩的吗？,https://uploadstatic.mihoyo.com/ys-obc/2021/08/24/145906584/3503f0e64e621c11b273eb1cd6306d9c_1346101999020163173.mp3,
想要了解可莉·其二,是啊，这个炸弹是可莉最新改良的作品！你看我做得好不好？…呃——如果是在什么纵火现场发现的话，那就不是我做的，绝对不是。,https://uploadstatic.mihoyo.com/ys-obc/2021/08/24/145906584/4075d43ea2355f15f07ecacaedb9e657_5289961604270292046.mp3,
想要了解可莉·其三,虽然新炸药的配方，很多都是在被关禁闭的时候想出来的…但如果不被关禁闭的话就更好了…,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/fd89f589f309afb5cf414c273c9d1edc_1649342078067649498.mp3,
想要了解可莉·其四,这是嘟嘟可，是可莉很久以前就交到的好朋友。要记得它的名字哦，以后别叫它「挂在你包上的玩偶」啦。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/913b487d35c98fd4ea4d980d5f481f6e_8465246375171261076.mp3,
想要了解可莉·其五,谢谢你总是帮可莉解决麻烦！就用这串「可莉烤鱼」来报答你吧！呃，其实鱼是直接在湖里就被炸弹烤熟了，不过这件事就和平时一样，假装不知道好了。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/7515e29961f847b8a9852efcbb1ef728_4662304735945826639.mp3,
可莉的爱好···,可莉喜欢毛茸茸的东西。比如嘟嘟可、蒲公英，还有雷泽的头发。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/5d3dfe8e38f92710819b2eca06deb83a_3633993033545691948.mp3,
可莉的烦恼···,唉，你是好人，我是坏孩子…等我这次的禁闭结束、好好反省过以后，再来找你带我出去玩…,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/b8d4ae149866b3f4cb61bed993c288fd_3415029619915930771.mp3,
喜欢的食物···,蒙德的鲈鱼是很好吃的，从果酒湖里抓到的尤其好吃！这可不是瞎说的，连妈妈也认同可莉的想法喔。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/88501bc9af2a7b7ba8f7b5ae97f552b4_5012817950230378873.mp3,
讨厌的食物···,讨厌蒙德蟹——什么蟹都讨厌——可莉要出去玩——不要坐在餐桌前慢慢剥壳——,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/9c26dc42701d7f67a5dd940a70a13279_6281585899487216198.mp3,
生日...,生日快乐!过生日很开心，你比可莉大，那过生日的次数一定比可莉多吧? 可莉很羡慕!,https://uploadstatic.mihoyo.com/ys-obc/2021/05/24/76953456/f3de65620e0f4d2589351a5a32e10ee5_6013653790594260205.mp3,
突破的感受·起,嗯，新型炸弹研究完毕！趁琴团长发现之前，开溜！,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/30cf6077e61cc7b873ded378141c4932_3735739127957911995.mp3,
突破的感受·承,又进步了一点！不过琴团长总是说：进步是分内之事。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/03816e555420076950f30a9e6c0fb9e0_4253223221569606739.mp3,
突破的感受·转,谢谢你总是陪我一起收集研究用的材料！如果你想学习炸弹的制作方法，我也可以来教你哦。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/6aaab5649d7952adca10eee579bcd1d3_8851833809691493197.mp3,
突破的感受·合,很久以前，第一次听到爆炸声的时候，我没有害怕…后来我才知道，大部分人不是这样的…不过，你也不害怕我的炸弹呢！嘿嘿，太好了，可莉果然交到了很好的朋友！,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/31153611/47577178b93de549f3429eea0e966512_5341002099371542143.mp3,
元素战技·其一,蹦蹦炸弹！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/c1e346cd47329f0dd74d0c369c2aa048_5745589694922775262.mp3,
元素战技·其二,弹起来吧！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/207c249fe9048eb63d599a551c9d0fa8_2211745336940675986.mp3,
元素战技·其三,嘿（姆）咻！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/5dabefa95ddc389a8233444156a6f69d_8537184070460093649.mp3,
元素爆发·其一,轰轰火花！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/1580385828e89d910e42689e86f193df_2766426821848647166.mp3,
元素爆发·其二,火力全开！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/db06b4f893aa5c885db7224ef9618058_3424780408574486854.mp3,
元素爆发·其三,全——都可以炸完！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/b2c878b5e9695833ddb062493caabd23_4855651552501383342.mp3,
冲刺开始·其一,"啦啦啦~ ",https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/d3c25b604d88847dbb06affc4a9ed03c_3528263575524647629.mp3,
冲刺开始·其二,哒哒哒~,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/a280e85441a01308a5e28a829225f8e3_299531456168087773.mp3,
打开宝箱·其一,可莉又找到新的宝物了！,https://uploadstatic.mihoyo.com/ys-obc/2021/12/10/145906584/6fd482e2d1ce53c28d50080671122a46_2493750145200346153.mp3,
打开宝箱·其二,亮闪闪的，好开心！,https://uploadstatic.mihoyo.com/ys-obc/2021/12/10/145906584/9698fc9dd540fea16f6fd450ccccff54_5075968963468726202.mp3,
打开宝箱·其三,地下会不会埋着更多宝箱呢…,https://uploadstatic.mihoyo.com/ys-obc/2021/12/10/145906584/610c5658c0352ee083a265552fb4571e_7459536442870940832.mp3,
生命值低·其一,哇...怎么会这样...,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/4fa5c0b5138344019e5ab6b9fd7d1e92_6190221863579170916.mp3,
生命值低·其二,琴团长...他欺负我...,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/969bdf075a7afa4912d523439eed3d1f_30061258723978122.mp3,
生命值低·其三,玩累了，有点晕...,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/7d2117d1f4389d8de59ad3b1688710e5_6942863200060011994.mp3,
倒下·其一,看我成功开溜...！啊，失败了。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/1d838e4be5dc9a6c0306fa57efe79366_8643872625840030651.mp3,
倒下·其二,可莉...想回家了...,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/dd3394135276dd3e3a47bfd15af368d2_4407410468830607056.mp3,
倒下·其三,又闯祸了...,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/b5dc9dc2f688c487c8204a4008d29a0c_4241328198213160077.mp3,
普通受击·其一,过分...,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/5e732301555e80631e08f1359b015fc9_4717705259138443183.mp3,
重受击·其一,好疼啊！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/b8f8bf1bb4930f3b942fab8a592d2807_4385250806301304096.mp3,
加入队伍·其一,可莉来帮忙！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/0423f2a11d133879f3344c85d1a39e35_7047296188435881924.mp3,
加入队伍·其二,锵锵—可莉登场。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/213ef267cfb1aedb8441914840d31720_3086070509433459937.mp3,
加入队伍·其三,好耶！是大冒险。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/23/7531033/845ac76659fcfb51a890286420491487_2507444583482616570.mp3,
