topic,text,audio,
想要了解班尼特·其三,你看出来了啊…呵呵，没错，「班尼冒险团」很久之前就只有我一个人了。因为我很倒霉，无论是多么简单安全的冒险都会变得险象环生，没人愿意跟着这样的团长…你也会这么想吗？,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/6878652/10f777342a190d2b7b63c5442812f5d7_5305483184131993143.mp3,
想要了解班尼特·其四,我的坏运气是与生俱来的，长这么大也差不多习惯了。其实换种想法，「倒霉」其实也是件好事，因为说不定哪天我的坏运气就会害死我，我才会想趁着还活着的时候，去更多的地方冒险，认识更多的人——不然，可能我就没机会认识你了，哈哈！,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/6878652/31242b34c5d358f184935e19088ce137_8397461088288974967.mp3,
想要了解班尼特·其五,不知不觉，我们已经搭档很长时间了。其实我有一个梦想，等到蒙德城的冒险家协会发展成七国里最壮大的协会，我就要去周游提瓦特大陆！「班尼冒险团」会变成最伟大的冒险团，而我们，就是最伟大的两位冒险家！…你问你什么时候加入的？哎呀，这种细节不用在意嘛。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/6878652/86dea630a1904adf44620bd0635449ca_8932115100587827678.mp3,
班尼特的爱好…,我什么都喜欢，但最喜欢的还是冒险！总有一天我会找到这世界上最珍贵的宝藏，到时候老爹们就都能过上好日子，蒙德的冒险家协会也会热闹起来吧！,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/6878652/8c30396fb3940e232da66dcf76d8c92f_5275706819435913987.mp3,
班尼特的烦恼…,硬要说的话…特别倒霉的日子心情会不太好，比如冒险又什么都没找到，或者老爹的身体犯老（姆）毛病了之类的，但这些都算不上烦恼，睡一觉就全忘光了。新的一天当然要有新的开始！,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/6878652/57cf414ca80e15158cffa72912a83e0b_8797375704735405654.mp3,
喜欢的食物…,肉！肉是最能让人精力充沛的食物！野菇鸡肉串，烤肉排，还有甜甜花酿鸡都是我的拿手菜。和我一起冒险，是不会让你饿肚子的。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/6878652/3ebaf42518a3a3646a3941f198546afe_8773268505905658563.mp3,
讨厌的食物…,虽然说冒险家不能挑食，但其实我不是很能吃辣，比如绝云椒椒什么的…吃了之后就喘不上气，感觉呼吸都是辣的，而且之后肯定会拉肚子…这种恶魔一样的果子究竟是怎么长出来的。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/6878652/c4b6fc092a13d7b82c2055230f7f9c7c_464067022454537915.mp3,
突破的感受·起,所有力量都提升了！除了运气，哈哈。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/6878652/9a6ecb651639c89415f66673bd68aa0d_5596564730704543133.mp3,
突破的感受·承,这样距离你就又近了一步，我会继续努力的！,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/6878652/0f4cab10a2ff03ae406574a6499d4eed_779560885996529666.mp3,
突破的感受·转,得到了这么强的力量，我要怎么报答你呢？对了，我知道一个藏着无价宝藏的秘境，一起去冒险吧？,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/6878652/8c1a050919a5cbcb91239ee8afda4b8b_882619099394247281.mp3,
突破的感受·合,托你的福，现在的我应该有能力保护其他人了，这下子大家都会对我慢慢改观吧——那个倒霉得要命，总是遍体鳞伤的班尼特，终于变成一个可靠的冒险家了！…嘿嘿，但愿吧。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/6878652/616e8d81e92f4b5cef64eab2289ca686_3460407183161955687.mp3,
元素战技·其一,哈——,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/713cd1f955ecdc2cf3907e96c665fe93_3933414684065889504.mp3,
元素战技·其二,烧起来吧！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/e86945b356e208184711410e1f0cf123_7418260299441313031.mp3,
元素战技·其三,上天去吧！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/ccd5be96c34136a8db346dd42862a509_2334398938253399051.mp3,
元素战技·其四,喝啊！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/84f157013eccc2ea16f24b6630308f2e_6753564856940403515.mp3,
元素战技·其五,炸飞你们！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/0ab358d17d6525eb52fe6c883f440a90_245686991265994696.mp3,
元素战技·其六,都闪开！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/9fe70572b25462a066c28cc708d87a26_946638639946293541.mp3,
元素爆发·其一,我来保护大家！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/15f556a06a14995ce390c4b1ba5ac6e1_593997108728883443.mp3,
元素爆发·其二,该总攻击了！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/ffd7343b7f6641c5cea9a19962284500_4127031771369229961.mp3,
元素爆发·其三,有大家在身边，伤口就不会痛！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/edc9314380c1d7f6c9aa4f6b0a4a8589_2499334332819348830.mp3,
冲刺开始·其一,冒险、冒险！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/1a0adc71822f7c7ed4088f517e64ab20_2249060929708489057.mp3,
冲刺开始·其二,好，出发！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/a22a6a467a94f7b90399ccd12bb6dbaf_8408393373352187034.mp3,
生命值低·其一,糟糕…最近绷带在涨价啊！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/2a7cbe3a710dddfdb9effb5283510aeb_5412046047742807811.mp3,
生命值低·其二,别担心…我坚持得住。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/774c819984303d17be0312d8a3bb5ec8_627296312704671609.mp3,
生命值低·其三,绝地反击？这个我熟，让我来吧。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/939fae3e6e3e16da4d4c607239b06090_1802265965537420879.mp3,
倒下·其一,我真是个不称职的团长…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/b1e17cbf17ef1a3a04d3ef7234281aba_4057088538795897805.mp3,
倒下·其二,不出意料的…坏运气…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/4771a7cb1910ea0d8addb036e6abf9dd_7956745193373680525.mp3,
倒下·其三,没能突破…厄运的封锁…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/647c59f207305e5669eb9a1716a4a4d2_3419151917045426128.mp3,
普通受击·其一,只是意外。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/43a30f858188a570d4adef8c21e8315d_2208885106914630473.mp3,
重受击·其一,痛死了。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/f84a4c4add394a4a5609cfab073de341_3073099849252165315.mp3,
重受击·其二,又没躲开…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/c5c2417e86a9ad682bb9c624357bc5a3_5052699886847639958.mp3,
加入队伍·其一,真、真的在叫我吗？,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/74b8df3bd9cb4a4578c0190f22912a35_3979838743437046641.mp3,
加入队伍·其二,决不拖后腿！…尽量。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/eb81d1fde4a1586c1b4ade24d16ea07a_962256543145452322.mp3,
加入队伍·其三,太棒了！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/5265461f2cab05c1c81290d1caffb24c_3111796755994953081.mp3,
