topic,text,audio,
晚上好···,万家灯火就在眼前，人们的生活究竟是什么样的呢···欸?你想要我去夜市?啊···不，不好意思，我就不去了吧。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/3e1ad7cb1aaa087e6d47aa730dd9eeef_2777331615164964698.mp3,
晚安···,愿帝君保佑你，愿你的每个梦都踏实而香甜。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/83e59f7832708f64e16d4915ac8bdbd2_4681259234643042497.mp3,
关于甘雨自己···,我的工作，就是遵循与帝君的「契约」，为璃月的多数生命谋求最大的福祉。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/dfa019903c822423f319395ba1cbc7e2_6236170485027448312.mp3,
关于我们·工作,今天的工作已经提前完成了，加···加班?我理解了，我会好好完成的。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/f2ee928453f67b19b36fcbad04e08965_4248783439220991689.mp3,
关于我们·请求,我想了解更多有关人类的故事···尤其，想知道你对他们的看法和评价。因为，那个，你跟提瓦特大陆上的普通人不太一样吧，而我也···请务必，和我交流!,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/491ad776d95a83dfcc525bb380ff7615_732090776711691720.mp3,
关于我们·评价,嗯···我，我一直想知道你对我工作的评价。是···普通宝箱的等级还是华丽宝箱的等级。没，没关系的。我的心里···能承受的住。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/403f3b11e42f77e5e4a1636e6fc5c81c_7982495736500866618.mp3,
关于「神之眼」…,「一千种权力伴随着一千种责任。」那位拥有博览古今的视野，却被迫放弃了自己生活的帝君，才是整个璃月最辛苦的人吧。相比起来，只拥有着普通「神之眼」，只需要去行使普通责任的我，已经轻松得多了。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/586c220adf9a1e2e8fc2ca51be4dbcb6_5404214163724987343.mp3,
有什么想要分享···,“万商云来，千船继至，百货迭出，诸海历览” 人们用这样的话来称赞璃月，但成就这样的壮景，依靠的也是细小到每一个人的努力，我是怀着要对得起这份繁荣的心情工作的。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/04e830f6717472a196091f226620e142_3576197410147876614.mp3,
感兴趣的见闻·名字,生活在璃月的每一只小狗，我都给他们取了名字。不过···有的狗狗如果用别的名字叫他，也会有反应，真是了不起呢。如果有谁突然叫我「苦雪」什么的，我一定回应不上来。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/74c83ab389bc933313f9813626ef83f0_6112256299831347316.mp3,
感兴趣的见闻·清心,清心的花瓣，很好吃…应该说特别好吃。就是因为太好吃了，所以我才不敢在玉京台种它，生怕哪天一个不小心就会忍不住…嗯?你说特别苦?可是…这不就是它的味道吗？,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/dc7744d58eaa693b2755577d6fb99893_4632143258594429994.mp3,
关于摩拉克斯·信任,我对帝君有着绝对的信任。当年正是有帝君率领，我们才能击退魔物，降伏海兽，保住了这一方平安，帝君守护众人的身姿，千年以来的情谊，我不会忘记。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/d8452651c377e5f14ac3a0fce40f5252_8411882342954964952.mp3,
关于摩拉克斯·追随,帝君的决断总是能够为璃月的多数生命带来福祉，我很敬佩这一点，也很想像他一样···但有时，越想着要去追赶帝君的脚步，就越容易紧张得出错···,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/22f08105a9cf8f5ea170332f55d7ec70_4713607394228650884.mp3,
关于凝光···,历任「天权」都会对璃月的古老律法进行拾遗和补充，在这之中当代「天权」凝光的处理效率是无人能及的，只不过她那追求效率和效益的作风常常遭人指摘。挑刺，总是比包容简单得多吧。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/427f8f3f0e1bd8f2082c7532b7494693_7956967126996553302.mp3,
关于刻晴·隔阂,我无法认同她对帝君的态度，但是···但是···「甘雨， 这才是璃月现今需要的人。」，帝君反而这样说。我还是太愚钝了，要理解帝君话语中的意思，还得更努力地接触更多事务才行吧。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/d9fb305f3b57f9cca0a958f70eea0262_1302770938318746835.mp3,
关于刻晴·改观,最近她主动与我讨论起了修复碧水商路的方案，还问我是帝君的话会怎么做，我们商量出来的举措固然不比帝君，不过···看到她反复推演着沙盘的样子，隐约能够理解她的心情了。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/0e9be18d29f8c0404b971bf70290928b_7813538920302418254.mp3,
关于行秋···,飞云商会那位青衣少年，并不像他的父亲和兄长那般，操心织物地经营。是因为对他来说有更重要的事情值得去做吧。当然···这也只是我的猜测···,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/5f73bd75bc7f5b81182bec2ad144055d_3678170118903137306.mp3,
关于香菱···,香菱很有名！但···我不太敢去万民堂那一带，不敢就是···不敢啦。好，好吧，也不是秘密，那边的饭菜香味飘得满街都是，一旦被勾住了，点上了菜，就算是素菜也···很难控制住食欲吧。这样的话，这样的话···,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/8a32b4b03603b90f06b62e6db5dffd6a_2400000209137085511.mp3,
关于北斗···,近来玉京台之上对南十字船队的怨言不断，可是在我看来，北斗船长对璃月所做的贡献远非沉溺于伪造流言之徒所能想像···啊，抱歉，失言了···,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/9dcc4c1b16ecbf33a2a5954042c9ac8b_7987960210297742029.mp3,
关于瑶瑶···,瑶瑶啊，我是受总务司那边的熟人托付，在城内好生照顾她，别让她再往船上跑。你问我总务司的业务范围？唔···不，不知道呢···,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/f956cc81058fc834e1e20021b534ff8e_3666326208303289713.mp3,
关于魈···,他一直与人间保持距离，应该说是性格使然吧，我能够理解他，但是我无法「接近」他。毕竟与他履行同一份「契约」的同伴都已经不在了。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/718dd2f66e10d796553940013276fcc7_2544543655975728770.mp3,
关于烟绯…,烟绯呀…她还是个懵懂的小女孩时，就和我说过，要遵守契约，过上快乐的生活。如今她亭亭玉立，成了璃月的名人。律法咨询师的工作很繁杂，但她总是一副无忧无虑的模样，这让我十分安心。,https://uploadstatic.mihoyo.com/ys-obc/2021/08/24/145906584/78f7caad1e9000d21055718f81351a35_2974862085819603144.mp3,
关于申鹤…,我和她并不能算是熟悉。只是听留云真君提过几句，听说她性子较凶，要是压抑不住心性，容易对周围造成严重破坏。嗯…会不会是因为平日里太闲了呢？我…我该给她推荐些工作吗？,https://uploadstatic.mihoyo.com/ys-obc/2021/11/11/145906584/675c1510ec9438b5a23865f580d0a8cb_1530693844640422027.mp3,
想要了解甘雨·其一,临时的工作吗?啊，不用和我具体说，将你的要求写下来，放在这边就好。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/eccfb734b58b770d32949dab73e9c6a2_810199808352095275.mp3,
想要了解甘雨·其二,「想要了解更多甘雨的事情」···这，这是什么工作要求啊，我···我还从来没有处理过这样的···去年年底数值报告的背诵可以吗?啊，不行啊···,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/bbd5ffde9c1d9b02d7e709b3b1086645_8180252394790701200.mp3,
想要了解甘雨·其三,我思考过了，既然是「工作」，处理「工作」就没有害羞的必要，如果你想要了解我的话，这个头上的···发饰。其实是我的角。我的身上有着仙兽「麒麟」的血脉。唔···理解了的话请签下这份保密协议，不要对别人讲···,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/fe0d538ac01772c87c97786072991214_1417168766933059815.mp3,
想要了解甘雨·其四,虽然身为仙兽的混血后裔，但同时也有着人类的血脉，这么多年来，我也不知道自己算不算是融入了璃月港的人类生活···可能，我只是像钻进地里的草史莱姆一样，把自己埋在数据和报表中间来逃避吧。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/19d61887afacf71902955a09c2bee180_2994944048483131336.mp3,
想要了解甘雨·其五,谢谢你一直陪我说话，遇见你之后，好像说了十几年都没有说过的那么多话···如果保持这样的锻炼，有朝一日，也能从事秘书以外的职业了吧。哼哼，用上几百年时间来熟练，应该就不会犯什么要紧的错了吧。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/e34d4bd9e570a3038f971365077fbcb7_7216200336166224368.mp3,
甘雨的爱好···,爱好吗?爱好的话···工作吧?嗯?工作不能算?但是···为什么呢?难道爱好不是指自己想要去做，做了就会感到开心的事情吗。那么爱好是工作又有什么问题呢？,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/fff8ef288f3787707b349f9aaf11275a_3324275122755440168.mp3,
甘雨的烦恼···,为何人们总是拼命证明···自己的存在比其他人更有价值呢？存在本身，就是足够美好的事情了吧。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/416b87ff8925a805fefd3f275512ffeb_7296525080302422025.mp3,
喜欢的食物···,「饮必甘露，食必嘉禾。」这是我的守则。所以请把那盘「仙跳墙」，从我的视线范围里拿开···,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/edd4a6db36b80d8b3c90a934d98b0c6c_1479681929872029420.mp3,
讨厌的食物···,我们一族是严格的素食主义者，肉类料理就请允许我谢绝了。嗯，没错，即使是荤油混在蔬菜丸子里也不行···不可以，不可以哦，我能够闻出来的。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/994313db1f9bfda13d984088d4d69ba5_8346423593411046396.mp3,
生日···,生日快乐。这么久以来受你的关照，但却没有准备礼物，这点实在···嗯?藏在手后面的…欸，你看到了啊···是，失败了的清心花凉糕，抱着必须做完美的决心结果···欸，好，好吃的?真，真的吗。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/5ce093c3d5231cece6e9688ab1078179_3592109188545542435.mp3,
突破的感受·起,力量？···真是久违了。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/9fd6390f5e1c0c88aa017ed5b472364e_1464312402456976292.mp3,
突破的感受·承,如果···可以用和平的方式解决，不，没什么···,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/ac67cac9175f58ec1c59448c93fd0217_8439936039899120779.mp3,
突破的感受·转,这就是新的生活之道吧···我明白了，我不会抱怨的。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/efcaa5f42e417e9fa682dffdfbcc5a6a_1510161260969746400.mp3,
突破的感受·合,我曾经看到古书上说，「麟斗则日无光」，其实没有那么夸张，但是如果需要战斗，如果需要为你而战，我会献出自己的全部力量。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/28/4359827/fc9cfc5a5689886477fd057ff5578a1c_5499807698570677906.mp3,
元素战技·其一,禁止接触。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/f0825f7685c2b2e8f8ad3f7b985d5f17_1998861406862751372.mp3,
元素战技·其二,闲人勿扰。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/6d495d95be9a256e77575f04643db754_1525860072445692483.mp3,
元素战技·其三,霜寒化生。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/187e173fe84d0507fef7ffd77267987e_3860880590660272020.mp3,
元素爆发·其一,风雪的缩影。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/e25de5eaa1422b6f539dbc70ce5ecd95_813061843737189411.mp3,
元素爆发·其二,如琉璃般飘落。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/c7fc10d3752526db35fc9b34e975ae8d_2061778783925786130.mp3,
元素爆发·其三,这项工作，该划掉了。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/6fb97bd3e2c2dcf1a7a8492b8bf84fa0_2437744240251956133.mp3,
元素爆发·其四,为了岩王帝君！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/f00776f9c51cb330c5f948db2409557f_7235222975159168836.mp3,
打开宝箱·其一,有所收获，就是一件好事。,https://uploadstatic.mihoyo.com/ys-obc/2022/01/18/184753361/4f8011bec8ac682b17ae695be394ffd5_4076773783163327824.mp3,
打开宝箱·其二,瑰丽的珍宝，令人欣喜。,https://uploadstatic.mihoyo.com/ys-obc/2022/01/18/184753361/ce708a06a2f6d8f0604da0269a401fb0_5413948330787916471.mp3,
打开宝箱·其三,留下宝箱的人，也遵循着某种契约吗？,https://uploadstatic.mihoyo.com/ys-obc/2022/01/18/184753361/615fd2f5cfc246c96c30503c6c96fd71_3790397955116972143.mp3,
冲刺开始·其一,下一项工作是…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/cb988669943b657416db5d03b614473a_8638987298496750051.mp3,
冲刺开始·其二,我会跟上的…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/ca474405e10b8b7ac57384d166625f80_4979946545747380913.mp3,
冲刺结束·其一,运动，是必要的…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/d3df5f82e5cefbc225f3925c3bbbafd4_8341680687078216382.mp3,
生命值低·其一,…是我久疏战场。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/ef44d7cf86d0d0763c45eb0e5744a100_7544187300008721571.mp3,
生命值低·其二,欸？好像弄砸了？,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/3df90db211ee85ffbefc152305a9a993_304625978779143462.mp3,
生命值低·其三,需要…补充能量。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/d02b38ff2d13bdb307c38341f3518fd6_2720509490479837764.mp3,
倒下·其一,帝君…对不起…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/6189370d949bc3a7c239a4b90f2436e0_4777315472132229978.mp3,
倒下·其二,「契约」…尚未完成…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/e844f55fe72d6c7f7b0559d5827cbb77_869210224826506983.mp3,
倒下·其三,我得…再撑一会…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/1218da3939b090e17fdc6cf597a84f64_696734003339082213.mp3,
普通受击·其一,疏忽了…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/ab68e40785079f64869d2c763959dace_1338638727187034865.mp3,
重受击·其一,没有关系…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/788bf0d5cb00d6a79342d4afdc82676c_4166847060306135942.mp3,
加入队伍·其一,工作时间到了么？,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/56ab50a17f1740970d2198396378c9c4_975347026388345149.mp3,
加入队伍·其二,请向我下达指令。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/1e5ad792d05a854bc65025b3d40d2623_3705963921511740261.mp3,
加入队伍·其三,谨遵你我「契约」。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/dc8e14b7b59be4f5efa434d7339690aa_7556327140041774409.mp3,
