topic,text,audio,
中午好·异响,咕噜噜...嗯?没有!你什么都没有听到！,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/d943e0c5c41c04f4ec59d3348e12ec2b_533516633480248415.mp3,
中午好·罐头,这个鱼肉罐头是我好不容易省下来的，别，别看啦!最多…最多只能给你尝一口。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/334e050b16b71be460263bb03dcb0ca3_5987028774926889655.mp3,
晚上好···,失败了…又失败了…大家都喝得好开心，呜…别安慰我，我才不需要安慰...,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/1e6432656988fc7417a1ba4b7f3a0b36_7059849828290873620.mp3,
晚安···,你没有猫的夜视能力，走夜路不要紧吧?要我护送你的话…欸，有灯啊?… 谁，谁要护送你啦，快点走快点走。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/afddd981064fdda5c985c76d0c28b1e4_1580435572002109511.mp3,
关于迪奥娜自己···,耳朵和尾巴才不是什么装饰，是「凯茨莱茵家族」血统的象征，真是少见多怪。呃…你、你把手伸过来干什么?这个...唔…好吧，耳朵的话可以让你摸一下...但是尾巴、尾巴绝对不可以!,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/f06e856256809c4dbb07ec1669891121_5956905497008585844.mp3,
关于我们·饮料,想喝无酒精饮料?难倒是不难，但是没有意义!无论成功还是失败，都和摧毁蒙德酒业的目标没有关联。我才不会做呢。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/8eaf3705cddcb032b2c3b3fe9e0fd19a_7365472260792540595.mp3,
关于我们·贵宾渠道,喏，这个是「了不起的夏日梦幻忧郁珊瑚气泡茶」，只是因为最近无聊才做的。热门产品?排队抢购?你在说什么呢，我可没听见。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/4c71cca56c2d34f4f9570f6777a4b2c1_7044217496843721436.mp3,
关于我们·聊天需要,唔…要是，要是你感觉孤单了，我可以随便陪你聊聊天。我还是知道很多事情的哦!也是很好的...那个叫什么，说话对象哦。没错没错!来跟我，多说说话吧...,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/e20e6d012a975efbec060f8880d33454_3708242217333038041.mp3,
关于我们·好奇心,是什么是什么?你拿着的是什么?快给我看看!说不定丢到酒里能做出相当难喝的…啊，什么嘛，原来只是长得奇怪了点的蘑菇而已呀，真无趣。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/48c701f94643ff7f82345201d627c3f8_7365472260792540595.mp3,
关于「神之眼」·遗传,问我的「神之眼」是怎么来的?哼，是、呃…是凯茨莱茵的家族遗传!唔?杜拉夫先生根本没有神之眼?欸——露馅了。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/41390096d98f2262bcd29bb6cb4e2c92_7044217496843721436.mp3,
关于「神之眼」·来历,为什么非得告诉你啦，哼!算了，看在你一直追问的份上，看在…看在我们是朋友的份上。那次我爸爸外出打猎，差点出大事，在大雨中，我脑袋里想的全部事情就是要找到他，救出他…好了啦，满意了吧!,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/fd65ccecae4fc69a544af36a0ddf120f_2490197925266213222.mp3,
有什么想要分享···,龙脊雪山上，会不会长着奇珍异草呢。「拥有致命的苦味」或者「沾到一点就嘴巴发麻」这样?要拔好多下来!然后…嘿嘿嘿...嚯嚯。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/cdc99bd426ed6281b915ece030572e3f_8846373454718525042.mp3,
感兴趣的见闻···,我扑...捕捉蝴蝶的技巧可是一流的。喂，不是啦!抓蝴蝶是为了加进酒里做出难吃的味道，不要把我当成猫啦!喵!,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/546f33b706f8a9c9142c3cb4d922e1b3_8063165477241645621.mp3,
关于迪卢克···,那个...迪卢克，是我最讨厌的人!没有迪卢克就不会有蒙德酒业，没有蒙德酒业爸爸就不会喝酒，爸爸不喝酒就…就会陪我了，哼。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/c79dcbe87e6a41ae0b70a030917db2a1_3628995346837036603.mp3,
关于凯亚···,为什么连我的「护卫队长」也是个令人讨厌的酒鬼啦!就是那个，说起话来总是笑盈盈的家伙!喝起酒来一杯接一杯的，没完没了。呼!,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/a07c5f25e826cbef41bf3e14bb11b030_8087530282495404472.mp3,
关于温迪···,温迪?不太熟的样子。但说到吟游诗人，就是那伙会给酒鬼们唱歌助兴的人吧。那就不喜欢!不喜欢不喜欢。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/fa60aa6b181ec3e2da75e35851e3f274_74183451635642424.mp3,
关于芭芭拉···,芭芭拉小姐的粉丝们，都是大哥哥大姐姐…好羡慕，为什么我的粉丝都是一群大叔呢。呜...可恶，哼，不想了。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/6259760a914ca93b377d968d66df0a25_8406025866697260929.mp3,
关于琴···,琴啊，骑士团的代理团长，嗯…难得一个不喝酒的成熟大人...但总感觉认真过了头，骑士团的大家对我有些过度保护了吧?,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/ff96e2dc3c909cf52fec2a65e9ad14c4_7854570149915613301.mp3,
关于阿贝多···,首席炼金术士大人?唔...我这种一直调出好酒的体质，他会知道破解的方法么?,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/855b56a2560d442074d1f7dd080d55e0_1871781876265881478.mp3,
关于丽莎···,丽莎姐姐，很和善对吧，很温柔对吧?但是，这样的姐姐也经常喝酒!呜呜呜…这是为什么啦…蒙德城已经没救了吧…,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/2830d7285bdd711eb029b338eca194f4_8233646100692570474.mp3,
关于香菱···,我向香菱讨过一份「口感搭配特别糟糕的食物组合」，据说是她亲自实践下来的，绝对难吃什么的…没用，完全没用。「续杯」两个字已经听到猫耳朵都生茧了!呜…,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/16bc24adc48fc056e7df4536efbda6c7_6781159418950360069.mp3,
关于可莉···,可莉每次来找我玩的时候，我都只好把她带去离酒馆远一点的地方。酒和炸弹…实在是太危险了!就算我想摧毁蒙德酒业，也得用堂堂正正的方式。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/6f54de3c5a63b4af7640e719b7121ec8_9165691717815478066.mp3,
关于父亲···,爸爸是我最尊敬的人!爸爸是最厉害的人!但是…喝了酒的爸爸，唔…果然还是要早点终结蒙德的酒业!没时间闲聊啦!,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/8ee15c5f22e7a56600d86aa8ff5cc7d2_835130386459951855.mp3,
想要了解迪奥娜·其一,「调酒师」可是很忙的！即使不在酒馆工作，也要抽出时间来收集配方。所以，所以没有要紧事情的话，就不要来打搅我。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/dc4be2f492ab0fecedde91e71a202234_5303626759493880191.mp3,
想要了解迪奥娜·其二,你不会···也像那些讨厌的酒鬼一样要我学猫咪叫吧？不会的，绝对不会的！我才不是什么抖抖耳朵伸伸懒腰的宠物！我可是···可是··「酒业杀手」！,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/1d2a963b264f321ff841b94c361ceacd_4039605572577131670.mp3,
想要了解迪奥娜·其三,你问我···为什么「酒业杀手」变成了「猫尾酒馆」的招牌···？你，你是故意这样问的吧！就是想看我的笑话。唔，坏人！再也不给你调喝的了，水也不给！,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/c6ccca4fd8323752387afda0bf0157dc_2198361972727106984.mp3,
想要了解迪奥娜·其四,别再惹我了啊，我宽容大度，但也不好欺负！我警告你，我生起气来可是会咬人的！喵！虽然不一定舍得咬你···,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/5f860d6f8e6fa03d917c8ef75e4a29a2_194387819672220150.mp3,
想要了解迪奥娜·其五,我和你···已经成为好朋友了，对吧。我隐约记得···我以前也有过这样一个朋友，但我不确定那是不是梦··· 把你的手给我。啊呜，唔···暖和的。这样就好，不要变成梦走了···,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/c3c53834dc4bdf4488f87bdfe501eb4d_1801963624351595477.mp3,
迪奥娜的爱好···,我喜欢打猎，追捕猎物可是我的强项！ 但爸爸说野外情况瞬息万变，只有跟着可靠的大人一起，才能深入森林。你···算是可靠的大人吧？,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/e9f6f7048903cf18909203e1a081b1d5_7320669987142193659.mp3,
迪奥娜的烦恼···,嗯…到底怎样才能调出难喝的酒呢...连我给予厚望的噩梦搭配一一「酱油牛奶绝云椒椒配蒲公英籽特调」都被说成是「小迪奥娜又有进步了」，呜…我不会认输的...,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/a84a26f600ef4b2f7cd0318cc911305d_5718880601290025518.mp3,
喜欢的食物···,我喜欢吃鱼!作为主食的鱼…爸爸做的鱼!但是…不要作为下酒菜，那是对鱼的亵渎!,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/d821e4bf46af62a6338436d00bd1208d_7038714482990916316.mp3,
讨厌的食物···,胡萝卜、土豆、洋葱、番茄…这些味道都不太喜欢。我，我可不是吃素的啊!,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/0a0ca28ed27e62c0750160e6cba7df6d_1616318253136541792.mp3,
生日···,炸鱼，配上我这个特别调制的酱料，给你。 ···没有加奇怪的东西！我认真调味的手艺才不会差呢，先尝过才可以说话。 哼···这才对嘛···唔，那个，生日快乐。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/94a0d069e27a7e6de0d7b6c4aa41079c_7689546408559510134.mp3,
突破的感受·起,猫的眼睛，看得见黑暗中的一切猎物!,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/8c40ee185bb8773dba6119027560ae31_390920350489617091.mp3,
突破的感受·承,猫的耳朵，听得见地上最细微的脚步声。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/b1d7d48ec4066eb12ed17150c8bcd21c_6382326213277993929.mp3,
突破的感受·转,猫的四肢，爬得上全提瓦特最高的树。,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/e7ce6ee4856c7f6bf8f8d6ea4a171fa5_3099040059942601548.mp3,
突破的感受·合,猫的鼻子，闻得出熟悉的、喜欢的人的…唔? !是你听错了!我怎么可能说出那种话...呜...,https://uploadstatic.mihoyo.com/ys-obc/2021/02/27/4359827/6246090c9d3d86f07ffaa1242b6429c5_5043948883793408727.mp3,
元素战技·其一,嘿…呀！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/fba1d5468d140924d0d22fff3485f0cc_7284450248565764867.mp3,
元素战技·其二,咻咻——,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/5c7c4ded7a8a310ae41a0ae427bdd3b7_5865212174590113818.mp3,
元素战技·其三,目标确认,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/ad38e1f92a5591d6a5342a215e696d77_4401212647136005098.mp3,
元素战技·其四,攻守兼备。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/aa50568fef10085a2ea3e138e8594048_5940442894173305959.mp3,
元素战技·其五,抓到你了！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/b2be116ca924f133448f9ee78b416b5b_1052205885401271257.mp3,
元素战技·其六,我可不好欺负！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/04c8ae93bc4ec71872c99f87816d5683_8846798330787054985.mp3,
元素爆发·其一,迪奥娜特调！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/5dc0082c9e3feb620487617104f6a89d_1536412721771209373.mp3,
元素爆发·其二,贪杯的下场…哼！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/4937a6faf08918a2d09faf33a3f21e96_7026268107504494643.mp3,
元素爆发·其三,反省吧，酒鬼！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/15a966833eabe1999e5eaa995304b1ed_4033766628760642116.mp3,
冲刺开始·其一,唔，来了。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/1df01f6bcb4a4e731e1608dcfffde42c_2254629022518074139.mp3,
冲刺开始·其二,出发，出发！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/e7804e7e0ed879b1662fef702041f5e7_6730975667945405052.mp3,
冲刺结束·其一,呼。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/08ea6d937cf34028caacec4510650f9f_7493866600187160017.mp3,
冲刺结束·其二,哈唔…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/bfb8471458b7932bbe8d580abaa7aa15_7646748944277037026.mp3,
打开风之翼·其一,飞起来喽。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/e7e1f9140352aa4ea36546dcc1d294a6_1659570858097777901.mp3,
生命值低·其一,我不会认输…！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/26326cc1d938c06c604a635e74043c94_7390535493230221180.mp3,
生命值低·其二,喵…喵…！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/a6366593256c1b85b3b08e6b736002a1_236406051684339187.mp3,
生命值低·其三,胜负还没分呢！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/fbfcae78324656211ca6a8302b025f27_5988360668864574482.mp3,
倒下·其一,酒的味道…好臭…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/d4cbe8ec78a35f518078c748718e4e8b_8987055195016996184.mp3,
倒下·其二,泉水精灵…不要走…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/569de52d179f20aa5ce93bf8231a5791_6530001795604613697.mp3,
倒下·其三,眼睛…睁不开了…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/15edcdbfa07755ad257ac61ab59fd8f7_590304624129773129.mp3,
普通受击·其一,没躲开…,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/4ce628d343b998a1207c18eb0b30248c_9029122036282269383.mp3,
重受击·其一,从哪里来的？,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/2763916ab39f260edd048ec6a826fb91_2166145350382766357.mp3,
加入队伍·其一,狩猎开始！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/fce154123e6169311fcc4b14f1dcb42f_3385318166068311055.mp3,
加入队伍·其二,果然需要我出手嘛！,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/c92203382d2437f336d118c5bcf46b00_2919021104228775961.mp3,
加入队伍·其三,哼，就包在我身上。,https://uploadstatic.mihoyo.com/ys-obc/2021/07/24/31153611/d7a194cc4b768f5a09fd99c4d9c0b9b1_1235666063567563919.mp3,
